variant,N,P,rep,seconds,rc
parpseq,650,8,3,0.601697915,0
parpseq,650,8,4,0.608787854,0
parpseq,650,8,5,0.612588623,0
parpseq,650,8,6,0.561476018,0
parpseq,650,8,7,0.582761696,0
parpseq,650,8,8,0.555000612,0
parpseq,650,8,9,0.567427451,0
parpseq,650,8,10,0.583465389,0
parpseq,700,1,1,6.551036298,0
parpseq,700,1,2,6.421537333,0
parpseq,700,1,3,6.482413151,0
parpseq,700,1,4,6.472965951,0
parpseq,700,1,5,6.42590863,0
parpseq,700,1,6,6.387485011,0
parpseq,700,1,7,6.342324645,0
parpseq,700,1,8,6.462147265,0
parpseq,700,1,9,6.370254351,0
parpseq,700,1,10,6.515302938,0
parpseq,700,2,1,3.536549453,0
parpseq,700,2,2,3.234055814,0
parpseq,700,2,3,3.618441024,0
parpseq,700,2,4,4.165050337,0
parpseq,700,2,5,3.776860376,0
parpseq,700,2,6,3.664045772,0
parpseq,700,2,7,3.91330346,0
parpseq,700,2,8,3.678913548,0
parpseq,700,2,9,3.432866246,0
parpseq,700,2,10,3.829409053,0
parpseq,700,4,1,1.287552217,0
parpseq,700,4,2,1.263792679,0
parpseq,700,4,3,1.329776426,0
parpseq,700,4,4,1.300614502,0
parpseq,700,4,5,1.306033478,0
parpseq,700,4,6,1.255685905,0
parpseq,700,4,7,1.306537839,0
parpseq,700,4,8,1.226030508,0
parpseq,700,4,9,1.32026798,0
parpseq,700,4,10,1.339579708,0
parpseq,700,8,1,0.693805784,0
parpseq,700,8,2,0.788789917,0
parpseq,700,8,3,0.787458318,0
parpseq,700,8,4,0.690461495,0
parpseq,700,8,5,0.726925624,0
parpseq,700,8,6,0.687369253,0
parpseq,700,8,7,0.675940548,0
parpseq,700,8,8,0.768781961,0
parpseq,700,8,9,0.658553527,0
parpseq,700,8,10,0.762200745,0
parpseq,750,1,1,8.460361555,0
parpseq,750,1,2,8.219365427,0
parpseq,750,1,3,8.4437118,0
parpseq,750,1,4,8.570873079,0
parpseq,750,1,5,8.589450873,0
parpseq,750,1,6,8.562768966,0
parpseq,750,1,7,8.583737444,0
parpseq,750,1,8,8.565788138,0
parpseq,750,1,9,8.50428364,0
parpseq,750,1,10,8.64108556,0
parpseq,750,2,1,4.538833726,0
parpseq,750,2,2,4.365472248,0
parpseq,750,2,3,4.145652839,0
parpseq,750,2,4,4.469994845,0
parpseq,750,2,5,4.21598604,0
parpseq,750,2,6,4.084321349,0
parpseq,750,2,7,4.669433459,0
parpseq,750,2,8,4.188290071,0
parpseq,750,2,9,4.696456197,0
parpseq,750,2,10,4.264020138,0
parpseq,750,4,1,1.518579107,0
parpseq,750,4,2,1.389409773,0
parpseq,750,4,3,1.440714966,0
parpseq,750,4,4,1.502158523,0
parpseq,750,4,5,1.474667978,0
parpseq,750,4,6,1.612212552,0
parpseq,750,4,7,1.296241098,0
parpseq,750,4,8,1.303055087,0
parpseq,750,4,9,1.355883752,0
parpseq,750,4,10,1.751378181,0
parpseq,750,8,1,0.907317734,0
parpseq,750,8,2,0.868857174,0
parpseq,750,8,3,0.887034306,0
parpseq,750,8,4,0.867876528,0
parpseq,750,8,5,0.888893352,0
parpseq,750,8,6,0.864961688,0
parpseq,750,8,7,0.887792778,0
parpseq,750,8,8,0.877009635,0
parpseq,750,8,9,0.888877112,0
parpseq,750,8,10,0.88587532,0
parpseq,800,1,1,8.905255513,0
parpseq,800,1,2,8.859454411,0
parpseq,800,1,3,8.555349001,0
parpseq,800,1,4,8.701244361,0
parpseq,800,1,5,8.761857851,0
parpseq,800,1,6,8.814148148,0
parpseq,800,1,7,9.070470676,0
parpseq,800,1,8,8.759268776,0
parpseq,800,1,9,8.780193973,0
parpseq,800,1,10,8.9088274,0
parpseq,800,2,1,5.179898787,0
parpseq,800,2,2,4.758441892,0
parpseq,800,2,3,4.533835038,0
parpseq,800,2,4,4.756766353,0
parpseq,800,2,5,4.680011931,0
parpseq,800,2,6,5.080878394,0
parpseq,800,2,7,5.096595566,0
parpseq,800,2,8,4.893806567,0
parpseq,800,2,9,4.70821714,0
parpseq,800,2,10,5.179869401,0
parpseq,800,4,1,1.81945089,0
parpseq,800,4,2,1.743573566,0
parpseq,800,4,3,1.668468316,0
parpseq,800,4,4,1.628305027,0
parpseq,800,4,5,1.797568549,0
parpseq,800,4,6,1.906168554,0
parpseq,800,4,7,1.63786536,0
parpseq,800,4,8,1.670529316,0
parpseq,800,4,9,1.657334341,0
parpseq,800,4,10,1.767441825,0
parpseq,800,8,1,1.097211841,0
parpseq,800,8,2,1.051714676,0
parpseq,800,8,3,1.109058825,0
parpseq,800,8,4,1.153782242,0
parpseq,800,8,5,1.228783994,0
parpseq,800,8,6,1.064591266,0
parpseq,800,8,7,1.029019804,0
parpseq,800,8,8,1.064363475,0
parpseq,800,8,9,1.048772312,0
